deg	deg	HIP	mag	mas	mag	sptype
353.3719362919	-51.0406517985	116268	 8.82	   2.91	 1.020	G8III
353.3760502255	-26.3148271132	116269	10.12	   8.80	 0.653	G3/G5
353.3760547545	-57.0536624268	116270	 7.79	   9.60	 0.422	F2/F3V
353.3786302834	-19.1454934046	116271	 8.40	   3.17	 1.643	M2III
353.3789862329	+70.3672852440	116272	 7.81	   2.83	 1.891	K5
353.3794567624	+05.3565101931	116273	 9.13	   1.75	 1.174	K2
353.3813402938	+13.4233886332	116274	 8.83	   4.45	 1.292	K2
353.3817991760	-59.9191256191	116275	 8.51	   7.71	 0.808	G6III/IV
353.3913321538	-63.5591318671	116276	 9.09	   4.68	 0.919	G8IV/V
353.3949850441	+17.8188300528	116277	 6.81	  20.74	 0.666	G2IV
353.3986394187	+60.4686065787	116278	 7.36	   4.04	 0.976	G9III
353.4005651957	+60.0506861782	116279	 7.61	   4.43	 0.081	A0II
353.4013390903	+45.2273493865	116280	 8.48	   1.63	 1.196	K0
353.4028113993	+22.3289773090	116282	 7.94	   2.12	 0.200	A2
353.4029241208	+21.4239876974	116281	 9.36	   1.70	 1.165	K2
353.4043259306	-20.7820506406	116283	10.98	   1.70	 0.474	
353.4070644192	-56.8034235140	116284	 8.74	   2.49	 0.952	G8III
353.4164606442	+48.8183185062	116287	10.60	   2.34	 1.120	M2III + B1eq
353.4169345557	+29.8746533937	116286	 7.22	  14.92	 0.439	F5
353.4173018216	-53.6581338510	116285	 9.18	   1.49	 0.689	K0:w...
353.4181858692	-59.0866109385	116288	10.28	   4.05	 0.494	F7/F8IV/V
353.4189466681	-51.7275307061	116289	 8.48	   5.24	 0.990	G8III
353.4230368585	-02.2445431001	116290	 7.74	   6.16	 0.304	A2
353.4232012312	+54.5113371496	116291	 8.06	   3.51	 0.070	A0
353.4291298197	+45.0581000265	116292	 6.25	   5.95	 0.986	G8II
353.4425138049	-36.2639593220	116293	 7.24	  17.50	 0.388	F3V
353.4438067607	-05.1325229021	116294	 9.01	  11.00	 0.691	G5
353.4446059242	-35.5123311376	116295	 8.56	   7.42	 0.423	F5V
353.4458037756	-43.9715501361	116296	 8.23	   1.98	 0.950	G8III
353.4551222967	+46.6809930040	116297	 6.81	   6.94	 1.142	K0
353.4596514836	-45.6491077957	116298	 8.68	  13.34	 0.619	G3V
353.4624769577	+57.2210752253	116299	 8.34	   3.65	 0.122	B9
353.4659855431	-34.5121592112	116300	 8.40	   8.82	 0.456	F2/F3V
353.4673032119	-73.7369681220	116301	 8.05	   3.30	 1.048	G8/K0III
353.4679159904	-16.3130888637	116302	 8.80	   6.15	 0.329	A7III
353.4694516532	-25.7733699389	116303	 8.77	   7.58	 0.631	G1/G2V
353.4721033268	-72.0954469615	116304	 9.26	   1.89	 0.333	A9/F0IV/V
353.4755281082	-61.6539906432	116305	 8.50	  10.82	 0.574	F8V
353.4761597570	-33.6634389949	116306	 8.10	   6.26	 1.176	K1/K2III
353.4812137312	+20.8409336271	116307	 6.10	   3.13	 1.654	M3III
353.4818006050	+67.6344693021	116308	 8.53	   1.47	 0.262	A3
353.4845944357	-75.5980166070	116309	 9.19	   1.70	 1.063	G8III
353.4882817019	+31.3252771162	116310	 4.97	   5.95	 1.383	K4III
353.4914926005	-22.9422897543	116311	 8.28	   3.29	 1.469	K4III
353.4925511097	+43.9042363588	116312	 6.93	   4.08	-0.002	B9
353.4952201861	+51.5833408025	116313	 9.67	   0.20	 0.984	F8
353.4975068271	-48.5218983925	116314	 8.76	   4.78	 0.532	F6/F7V
353.5011547619	-24.8595890617	116315	 7.48	  16.54	 0.546	F8V
353.5151329112	+51.5843950883	116316	 9.22	   2.81	 0.288	A7
353.5138842156	+00.1794131265	116317	11.16	  71.56	 1.454	M3
353.5265605282	-25.0952672372	116318	 9.44	   4.08	 0.592	F7V
353.5282934395	-14.2293857430	116319	 7.86	   2.21	 1.040	K0III
353.5304061478	-00.4236947599	116320	 8.75	   0.61	 1.311	K2
353.5330873365	+72.9145711554	116321	 7.38	   8.10	 0.210	A2
353.5354742573	-17.8923105047	116322	 9.20	   5.10	 1.050	K0III
353.5375718008	-01.2475671605	116323	 5.91	  14.17	 0.299	A2m
353.5386584680	+55.4887731999	116324	 7.53	   1.61	-0.088	B2V
353.5399041792	+11.1807674308	116325	 8.63	   5.00	 0.359	A3
353.5438061158	-13.5874909290	116326	 8.20	   0.74	 1.245	K0III
353.5608859761	-50.5534042987	116327	 9.31	   3.33	 0.868	G6/G8III:
353.5660321049	+57.2163740706	116328	 8.91	   1.57	 0.160	B5
353.5805991807	-09.7095184830	116329	 8.35	   6.29	 0.404	F2...
353.5809574672	+61.4373723079	116330	 8.91	   0.47	 0.155	A3V
353.5814313884	+19.6862851681	116331	 9.57	   0.39	 1.159	K0
353.5835597534	+08.7131229984	116332	 8.44	  11.47	 0.505	F8
353.5840137851	+51.6125852717	116333	 8.09	   5.26	 0.072	A0
353.5871527702	+09.5339257097	116334	11.23	  25.73	 1.348	K7V:
353.5887401608	-67.3368442126	116335	 9.77	   5.84	 0.517	F6V
353.5897177802	+50.2092822468	116336	 9.38	   3.39	-0.056	B9
353.5960302829	-80.0984381847	116337	 8.88	   2.67	 0.546	F5IV/V
353.6048728692	+05.4705463245	116338	 6.90	  12.03	 0.428	F2
353.6057700046	+07.9245951187	116339	 9.38	   0.18	 0.265	A3+...
353.6103904119	+26.7150818378	116340	 8.65	   2.75	 0.000	F0
353.6111718777	+17.5005267958	116341	 9.60	   0.75	 1.570	M0
353.6145923522	+19.7245636782	116342	10.05	   4.49	 0.941	G5
353.6163731082	+27.9686465004	116343	 8.36	  10.29	 0.529	F5
353.6185629027	+03.2781065800	116344	 8.72	   8.30	 0.456	F8
353.6234449796	-60.8459039833	116345	 8.73	   4.34	 1.097	K1III
353.6276584291	-27.6912745161	116346	10.41	   8.95	 0.491	F8
353.6365872194	-60.8684014740	116347	 7.85	   3.82	 1.112	K1III
353.6433206598	+34.3561381011	116348	 7.29	   6.03	 1.101	K0
353.6431639431	-12.3262257465	116349	 8.78	   2.20	 0.993	G8III
353.6440537070	-70.9631223620	116350	 7.55	  18.97	 0.511	F6V
353.6506029984	+34.0394943131	116351	 9.05	  21.01	 0.792	K0
353.6531734677	-16.9932361043	116352	 8.28	  20.82	 0.613	G3V
353.6551084979	+49.4922076783	116353	 9.72	  -0.20	 1.164	K0III
353.6564050728	+40.2364411935	116354	 5.55	  13.97	 0.096	A1III
353.6591810275	+33.4973285458	116355	 5.63	  10.68	 1.042	K0III:
353.6613386300	-38.2676673112	116356	 8.59	   6.87	 0.780	G3/G5III/IV
353.6616973572	-46.6802172765	116357	 8.84	   2.00	 1.035	G8III
353.6658243705	+40.6781061111	116358	 9.21	   1.33	 1.507	K2
353.6661798608	-01.5058237996	116359	10.26	   1.46	 0.396	F2
353.6718035535	+37.7998989281	116360	 7.22	  19.56	 0.579	F8
353.6817422589	+12.5506793733	116361	 8.18	   8.63	 0.432	F0
353.6843324131	+36.2041256883	116362	 7.45	   2.90	 1.013	K0
353.6891895434	-70.0699871227	116363	 8.50	  11.18	 0.526	F8V
353.6941103231	+52.6103319832	116364	 8.01	   1.45	-0.018	B9
353.6947599515	+38.0239998406	116365	 6.18	   4.81	 1.586	K5
353.6974894165	+49.0873671532	116366	 9.13	   3.30	 0.043	B9
353.7039635287	+72.7085616611	116367	 8.41	   1.58	 1.595	K2
353.7056699594	-15.2460054072	116368	 5.95	   9.29	 1.350	K4III
353.7091965655	+43.2015302968	116369	 7.57	   5.95	 0.162	A0
353.7099129207	-42.6842952037	116370	 6.65	  13.64	 0.218	A5V
353.7114694618	-27.7126455417	116371	 8.34	   7.53	 0.494	F3/F5V
353.7149730725	+30.0297227017	116372	 8.85	   4.75	 0.325	A2
353.7159964747	-55.1764254599	116373	 8.93	   3.07	 1.584	K5III:
353.7186213455	-34.6697999043	116374	10.18	  27.68	 1.196	K5V
353.7264550943	-35.0850431698	116375	 7.07	   5.81	 1.075	K1III
353.7277447969	-26.9218619734	116376	 9.20	  14.08	 0.702	G5V
353.7357535254	-48.6317847770	116377	 9.07	  16.28	 0.723	G6V
353.7400222439	+12.6789788161	116378	 8.81	   1.66	 1.363	K2
353.7403401669	+51.8242363655	116379	 8.40	   4.26	 0.505	G0
353.7460009725	+71.6420431294	116380	 5.86	   1.14	 1.681	K0Ib
353.7460324583	+31.8354789531	116381	 7.28	   5.21	 0.130	A2
353.7463356591	+14.4443892793	116382	 9.13	   3.11	 0.372	G0
353.7482456436	+24.4258252660	116383	 6.67	   7.56	 1.083	K1III-IV
353.7511551050	+01.6054032301	116384	 9.59	  51.80	 1.329	M0
353.7525927122	-50.9964695430	116385	 9.16	   4.15	 0.697	G0V
353.7584785638	+25.3985361229	116386	10.88	  10.47	 0.810	K1
353.7588713569	-56.8253489890	116387	 6.73	   9.74	 0.383	F2IV
353.7676155353	-07.6774188761	116388	 7.37	   5.06	 1.297	K4III
353.7690167299	-42.6150748485	116389	 4.69	  11.92	 0.078	A2V
353.7700223348	-56.0085424892	116390	 8.21	   3.56	 1.161	K2III
353.7735228187	+16.4796481950	116391	 7.78	   3.01	 1.325	K2
353.7788975840	-23.9058858893	116392	10.51	   7.38	 0.599	G0
353.7871851169	+23.4832919970	116393	 9.94	  11.82	 0.655	G0
353.7894272746	+67.4918883354	116394	 7.19	   4.73	 1.089	K0
353.7904458526	-61.4628185474	116395	 9.43	  26.94	 0.945	K2V
353.7953784079	+12.6620054601	116396	 6.95	   4.96	 0.114	A3
353.7984825061	-18.5718271350	116397	 8.26	   0.87	 0.400	K0III+...
353.8001581416	-11.5776514868	116398	 8.03	   7.15	 0.316	Fm delta Del
353.8031400284	+16.4231758433	116400	 8.94	   2.55	 0.004	A0
353.8041600696	-64.6891220495	116399	 7.12	  11.57	 0.366	F2IV/V
353.8094430222	+25.2855860523	116401	 8.78	   5.03	 0.416	F5
353.8111291412	-03.8537733782	116402	 7.23	  17.20	 0.411	F2
353.8165644890	+10.9585262696	116403	 7.16	   2.72	 1.198	K0
353.8174015532	-09.6899465817	116404	 7.84	   0.52	 1.523	K2
353.8265895304	+52.3949454475	116405	 8.46	   2.00	 0.008	A2
353.8299851364	+50.3117733007	116406	 7.23	   3.52	-0.002	B9
353.8301178753	-57.4950765723	116407	 7.68	   7.21	 0.405	F3V
353.8401670877	-28.7365946604	116408	 8.39	   4.06	 0.986	K0III
353.8441228967	+44.1230742135	116409	 8.01	   3.83	 0.279	A3
353.8464183214	+02.2253318665	116410	 8.42	  25.82	 0.720	G5
353.8507039364	+36.7483410036	116411	 9.19	   3.19	 1.628	M2
353.8511593139	+59.7658392866	116412	 9.41	   8.51	 0.490	F7V
353.8520251689	-44.2474656942	116413	10.05	   8.46	 0.576	F7/F8V
353.8531221876	-65.8291622879	116414	 9.28	   1.87	 0.522	F7V
353.8555486943	-47.7241844050	116415	 9.31	   2.32	 1.233	K3III:
353.8567108150	+31.1613059820	116416	 7.90	  42.63	 0.845	G5
353.8617490266	+08.5197078276	116417	 6.68	   1.89	 1.649	K5
353.8632431536	+52.2910332807	116418	 6.90	   5.56	 1.037	K0
353.8655307990	-10.5551008712	116419	 7.14	   1.65	 1.475	K5
353.8668539270	-16.5835301075	116420	 7.63	   2.38	 1.247	K1III
353.8703929078	+31.0171739430	116421	 6.86	  30.93	 0.604	F9V
353.8690756362	+01.3131417368	116422	 6.47	  10.51	 1.151	K0
353.8698146869	-41.6950574086	116423	10.32	   2.02	 0.350	F0
353.8707751997	+28.0208065926	116424	 9.21	   0.16	 0.362	F2
353.8728603384	+54.0158754174	116425	 8.27	   4.98	 0.300	A2
353.8793161347	-07.1517684272	116426	 8.85	   3.38	      	K0
353.8801890730	+32.1978680404	116427	 6.53	   8.19	 0.926	K0
353.8836340409	-07.4644310844	116428	 6.40	   7.19	 0.874	G5III:
353.8956508885	-46.9448663549	116429	 8.55	  27.69	 0.783	G8V
353.8989039582	-38.4182016986	116430	10.07	   3.83	 1.031	K1
353.9006398932	+08.3826181029	116431	 7.35	  14.04	 0.405	F0
353.9015102625	+61.3684423941	116432	 8.75	   5.73	 0.395	F3V
353.9024192373	+04.0381090799	116433	 8.68	  12.38	 0.527	G0
353.9063628248	+14.5936567115	116434	 7.46	   8.45	 0.286	A3
353.9141487159	+22.9948673267	116435	 9.03	   0.40	 1.624	K7
353.9168838003	-27.4904877252	116436	 6.66	  25.96	 0.560	F8V
353.9179606160	-42.7642834287	116437	 9.80	   9.34	 0.570	F8
353.9244418947	-15.2990672392	116438	 7.29	   5.57	 1.052	K1/K2III
353.9259526650	+53.7162098604	116439	 9.04	   1.45	 0.015	A0
353.9274396507	+51.2639584546	116440	 6.87	   4.37	 1.639	M1III
353.9272518272	+20.5806512466	116441	 9.10	  13.28	 0.560	F8
353.9295635915	-34.9612077303	116442	 9.76	   3.39	 0.397	F5
353.9353067287	+41.9677266237	116443	11.17	  36.65	 1.372	M:
353.9355986362	-57.5048753317	116444	 9.18	   9.93	 0.660	G5V
353.9369828813	+32.1664837726	116445	 8.44	   3.07	 1.085	K0
353.9372093414	-13.4552116374	116446	 8.64	   4.56	 0.916	G8III/IV
353.9392157815	-21.7299285207	116447	 9.57	   2.51	 0.536	F3V
353.9400802303	+67.0200452693	116448	 8.51	   2.07	 0.325	A2
353.9414342495	+40.0399733226	116449	 8.17	   2.17	-0.036	A0
353.9426604782	+02.0745351776	116450	 8.96	  -0.46	 1.267	K2
353.9459415760	-43.1331291418	116451	 9.50	   5.50	 0.491	F5V
353.9519591856	-38.9538070709	116452	 7.69	   5.37	 0.947	G8III
353.9542843143	-29.9333456967	116453	 9.46	   0.50	 0.912	K0/K1III+..
353.9553417646	+00.4455162954	116454	10.19	  18.10	 0.891	K0
353.9580843087	-44.7908033545	116455	10.19	   2.98	 0.444	F3V
353.9608947123	+60.9025313768	116456	 8.40	   1.77	 0.195	B7IV
353.9620561728	+47.4273852417	116457	 8.73	   1.52	 1.071	K0
353.9644621930	+36.5780485824	116458	 9.00	   4.20	 1.123	K0
353.9683607066	+05.0212991155	116459	11.95	  16.77	 1.290	K:...
353.9693790654	-46.1639422035	116460	 9.70	  24.44	 1.160	K4V
353.9748012168	+66.8596962444	116461	 8.48	   7.69	 0.593	G0
353.9772796916	-06.0081841703	116462	 9.74	   4.50	 0.619	G5
353.9791443251	+02.4455545354	116463	 8.58	   7.79	 0.000	A0
353.9814111045	+27.8649334090	116464	 7.37	   1.45	-0.075	B9
353.9830922887	+24.5610121287	116465	 6.44	   2.60	 1.703	M1III
353.9841095885	+10.0535672742	116466	10.64	   8.44	 0.780	
353.9872087864	-21.6422432536	116467	 9.32	   1.29	 0.479	F3/F5IV
353.9892752300	-16.2893637782	116468	 8.34	   1.04	 1.579	K3II
353.9893915139	-10.6876925432	116469	 7.50	   0.51	 0.930	G5
354.0010468954	-08.7661765239	116470	 7.18	   6.49	 0.483	F5
354.0033051159	+15.6939852001	116471	 8.07	   4.95	 1.144	K0
354.0038631067	-30.6468391677	116472	 7.57	   8.55	 0.493	F6V
354.0051180832	-43.4479038724	116473	 9.02	  10.55	 0.612	F8V
354.0144164479	+35.1135749383	116474	 9.47	   6.24	 0.380	F0
354.0150202380	-32.6234044920	116475	 8.82	   3.36	 0.601	F7V
354.0179598590	-54.6456379166	116476	11.19	   5.81	 0.600	
354.0217363790	-50.5363404811	116477	10.41	   6.73	 0.527	F0V
354.0249915133	+18.4427304649	116478	 7.64	  27.91	 0.700	G5V
354.0242600130	+03.1510778412	116479	 7.90	   8.29	 0.356	F0
354.0253303392	-40.9133152371	116480	 9.08	   2.63	 1.446	K4/K5III
354.0412638323	+83.7555808518	116481	 9.50	  12.54	 0.729	G0
354.0401780317	-26.8763140021	116482	 6.57	  15.51	 0.274	A2m...
354.0422460621	+58.7818104778	116483	 9.40	   3.70	 0.405	B8V
354.0469507951	-46.3913738993	116484	 8.89	   4.44	 1.063	K0II/III
354.0518963812	+42.6455084725	116485	 8.06	   3.25	 1.130	K0
354.0627766967	+06.8607810718	116486	 7.54	   3.81	 1.166	K0
354.0677903533	-40.5158474208	116487	10.18	   8.29	 0.610	G0
354.0728834743	-07.1172213481	116488	 7.85	   4.86	 0.322	A3
354.0732009480	-47.4660456000	116489	 8.75	   3.91	 1.259	K2/K3III
354.0761427077	-48.5880718203	116491	10.09	  42.13	 1.370	M0
354.0772234520	+28.8988491050	116490	 8.87	   5.80	 0.439	F2
354.0876694663	-33.2136867118	116492	10.10	  25.31	 1.160	K7V
354.0876414345	+62.4299225424	116493	 8.07	   2.03	 0.067	A0
354.0896925644	-43.7056644484	116494	 8.78	   5.05	 0.949	K1III
354.0970246459	+02.1022223418	116495	 5.68	  32.27	 0.449	F6Vbwvar
354.0994809815	+83.2040658347	116496	 7.50	   4.61	 1.122	K0
354.1066942144	+55.4954452178	116497	11.72	  37.20	 1.461	M:
354.1116189085	+33.0375515295	116498	10.13	  16.58	 0.980	K2
354.1131589318	-52.4452919026	116500	11.53	  14.12	 1.090	M3
354.1134883724	+26.2675360507	116499	 8.44	   3.37	 0.233	A2
354.1143913008	-40.1631567173	116501	 9.22	   3.39	 1.304	K2III
354.1162080754	+20.6652657083	116502	 7.63	  11.27	 0.422	F2
354.1186225723	+67.8488793493	116503	 7.25	   5.83	 0.131	A0
354.1217422969	-40.7390910165	116504	 9.92	   3.04	 0.486	F3V
354.1271349961	+32.9042146056	116505	 6.35	  12.99	 0.459	F6V
354.1282833078	-33.3828934794	116506	10.32	   7.93	 0.403	F8
354.1309430411	+51.1269978721	116507	 8.81	   0.73	 1.818	M2
354.1314274703	+45.5149957579	116508	 8.45	  10.58	 0.696	G5
354.1318324965	-62.7552270195	116509	 8.12	   3.74	 0.056	A1V
354.1418189389	-44.8928337669	116510	 6.92	  11.75	 0.200	A7III
354.1495336345	+06.5915480331	116511	 9.19	   1.93	 0.552	G0
354.1553181180	+53.9530728185	116512	 8.60	   2.55	 0.200	A2
354.1610216178	-35.3549061472	116513	 8.63	  10.52	 0.471	F5/F6V
354.1687046477	+48.2407350925	116514	 9.24	   3.85	 0.370	F2
354.1818623568	-31.2501845504	116515	 9.97	   7.58	 0.471	F6V
354.1857274460	-42.3623047261	116517	 8.72	  10.12	 0.750	G5/G6V
354.1857651984	-66.4302339189	116516	 9.63	   1.95	 0.894	K1III
354.1894477634	+19.1832403722	116518	 8.86	   4.97	 0.544	F8
354.1907550904	-17.2368033447	116519	 9.31	  20.61	 0.904	K1III
354.1904986363	-02.9611516306	116520	 8.15	   5.50	 0.531	F8
354.2022073047	+05.9165967543	116521	 9.03	   3.63	 0.333	A2
354.2159167545	+43.3089124871	116522	 7.81	   2.02	 1.198	K2
354.2242439160	+14.5374825510	116523	 9.19	   6.70	 0.714	G5
354.2325603967	-22.0413210272	116525	 9.45	   1.37	 0.952	G6/G8IV
354.2327085630	+52.2849650386	116524	 8.19	   3.46	 0.249	A0
354.2333158680	-34.3517433825	116526	 8.32	   4.82	 0.895	G8IV/V
354.2354578416	+21.7231019703	116527	 7.54	   4.36	 1.144	K0
354.2383396415	-36.8013424432	116528	 7.68	  12.81	 0.500	F6V
354.2431504755	+11.0150098160	116529	 7.95	   4.63	 0.248	A5
354.2499152302	+52.2858765415	116530	 9.64	  -0.13	 0.214	A0
354.2579611825	-17.5620064847	116532	 8.64	   8.01	 0.451	F3V
354.2579478738	-25.4349217140	116531	10.02	   1.03	 0.478	F5V
354.2610888419	-21.6757555416	116533	 9.06	  10.08	 0.640	K0/K1+...
354.2615956439	+35.7994889019	116534	 8.13	   6.41	 1.147	K5
354.2628884355	+38.7385858808	116535	 8.35	   1.83	 1.480	K2
354.2633662805	-60.8356355204	116536	 7.63	   7.35	 0.352	F0V
354.2649084070	-13.5627539318	116537	 8.11	  15.18	 0.531	F7V
354.2660358277	+57.9811746449	116538	 9.19	   4.02	 0.100	B8
354.2724198731	-31.8711363967	116539	 6.51	   4.48	 1.253	K1III
354.2744016683	+46.2873817037	116540	 8.73	   2.17	-0.026	A0
354.2766760258	+53.4527738561	116541	 7.81	   1.60	 0.064	B9
354.2776254098	+30.6780244685	116542	 7.21	  19.92	 0.616	G0V
354.2797054750	+14.4500122073	116543	 8.28	   9.83	 0.780	G5
354.2867843946	+14.7800385803	116544	 7.98	   4.58	 1.093	K0
354.2902651364	+19.0354892974	116545	 8.84	   2.47	 1.463	K0
354.2910329777	-31.6669858704	116546	 9.00	   7.17	 0.399	F3V
354.2917295950	-25.8647443857	116547	 8.97	   2.68	 0.074	A1V
354.2937002734	+39.4526863622	116548	 8.39	   4.52	 1.044	K2
354.3010850015	+55.8765773486	116549	 7.09	   2.77	 1.661	K5
354.3012731058	+07.7286529025	116550	10.56	   2.65	 0.987	K0
354.3105714534	+79.2521248927	116551	 9.85	  14.63	 0.837	
354.3108725008	+30.0297655394	116552	 8.83	   5.26	 0.513	F8
354.3110576360	-56.0969633908	116553	 9.54	  10.31	 0.517	F7V
354.3141411433	-45.4757045502	116554	 9.22	  17.29	 0.809	K0V
354.3151152693	+26.1921075793	116555	 9.88	   0.07	 1.836	M0
354.3169125062	+62.4289944299	116556	10.01	   2.43	 1.348	F9Ib
354.3189128620	-59.4903726509	116557	 9.37	   3.62	 0.812	G6/G8IVw
354.3190303349	+54.5824368799	116558	 9.41	   0.17	 0.075	B8
354.3225071204	-01.5198793539	116559	 8.41	  16.27	 0.783	G5
354.3237063880	-20.9319831812	116560	10.88	  -6.62	 0.093	B9IV
354.3243109894	-70.0382829230	116561	 8.45	   3.92	 1.019	K1III
354.3257586834	+48.4820505256	116562	 8.51	   0.57	-0.001	B9
354.3264349837	+28.7186489047	116563	11.12	  14.80	      	
354.3282778750	+22.2403080314	116564	 7.61	   3.82	 1.095	G9III-IV
354.3376022079	+22.4894008493	116565	 7.70	   5.71	 0.993	K0III-IV
354.3379912312	-13.3381379800	116566	 7.77	   6.18	 1.089	K0III
354.3416729279	-36.4720109002	116567	10.91	   2.86	 0.574	F8
354.3428528240	-44.1226894597	116568	 9.15	   3.36	 0.506	F5V
354.3430680272	+45.7285019186	116569	 8.64	   2.89	 0.968	K0
354.3440451061	-58.1698327517	116570	 7.54	   4.65	 1.029	K0III
354.3464999631	+07.6239688601	116571	 8.32	   6.87	 0.467	F5
354.3476156488	+50.9626244161	116572	 9.26	   1.78	-0.027	B9
354.3489490135	-51.7327843469	116573	 8.01	   5.24	 1.095	K0/K1III
354.3531689604	+12.7239567002	116574	11.62	  14.68	 1.088	K:
354.3536334020	-78.1542394057	116575	 8.87	   2.46	 1.026	G8III
354.3555961097	+37.7394683997	116576	 8.33	   4.57	 1.037	K5
354.3639820941	+49.3640513983	116578	 8.11	  12.40	 0.503	F5
354.3643777170	+19.7811242796	116577	 8.98	   2.52	 1.380	K0
354.3671492154	+35.8148389179	116579	 7.18	  10.20	 0.970	K2
354.3757136237	-30.0864506500	116580	 9.10	  -0.79	 1.224	K2III+...
354.3782132890	-36.6598749769	116581	 9.67	   1.80	 0.466	F5V
354.3835148282	+44.4289940005	116582	 5.81	   3.96	-0.064	B8V
354.3841413489	+45.0546615117	116583	 8.86	   0.49	 0.040	A0
354.3910104679	+46.4581518267	116584	 3.81	  38.74	 0.984	G8III-IV
354.3924283013	+24.8497350898	116585	 8.72	   3.90	 1.190	K0
354.3979998457	-54.1872406167	116586	 9.08	   4.12	 1.607	M1III:
354.4045562892	-05.1077000325	116587	 9.27	   2.88	 0.880	G5
354.4075718316	-37.6687428922	116588	 9.20	   3.59	 0.462	F3V
354.4083262416	+69.0740492271	116589	 8.21	   2.99	 1.189	K2
354.4090023931	-15.2146486094	116590	 8.60	   7.60	 0.513	F6V
354.4148327242	-13.0602433246	116591	 5.66	  11.50	 1.025	K0III
354.4155944454	+16.8254952397	116592	 6.26	   8.97	 0.025	A1V
354.4215521424	-12.2018698169	116593	 9.64	   2.68	 1.101	G8III
354.4240663642	-09.9749418626	116594	 7.97	   2.31	 1.159	K2
354.4257358293	-61.7302726707	116595	 8.96	   0.35	 1.228	K2IIICN...
354.4408363093	+46.0790589299	116596	 8.55	   2.17	 0.007	A0
354.4472805542	-58.7688610316	116597	 8.80	  -0.27	 0.963	G8III
354.4487629358	+66.0089783961	116598	 9.72	   5.87	 0.574	G0
354.4532184190	+31.7160092314	116599	 9.58	   4.87	 1.258	K0
354.4546942865	+03.3702365462	116600	 7.30	  14.58	 0.461	F5
354.4582702748	-45.5687878357	116601	 7.84	   2.77	 1.353	M4III
354.4624779327	-45.4923513328	116602	 4.74	  16.26	 0.082	A2V
354.4627085007	-24.8786564762	116603	 7.66	  11.02	 0.435	F3V
354.4642002662	-33.8170965162	116604	 9.61	   1.71	 0.830	G2
354.4648484337	+47.7752172229	116605	 9.18	   0.16	 1.545	K2
354.4649914541	+48.4965667767	116606	 9.54	  -1.09	 0.156	B8V
354.4673306031	+52.6808202457	116607	 8.52	   0.74	 0.028	A0
354.4703989315	-05.9783666655	116608	 8.38	   6.10	 1.043	K0
354.4715076445	-59.7754646609	116609	 8.11	   2.62	 1.113	K0III
354.4740540860	+58.0953836494	116610	 8.55	   2.76	 0.314	F0
354.4866777050	+18.4006670520	116611	 5.49	  13.65	 0.010	A1Vn
354.4919399944	-58.1891405102	116612	 7.63	  12.69	 0.441	F5IV/V
354.4937009104	+46.1994366083	116613	 6.58	  43.26	 0.665	G5
354.4974001876	-35.8783101605	116614	 8.72	   2.09	 0.967	G8III/IV
354.4978242663	+52.8219393908	116618	 7.98	   0.40	 1.612	K5
354.5012827267	+48.9965207258	116616	 7.11	  19.82	 0.665	G0
354.5032645076	+69.4001642885	116617	 8.58	  11.28	 0.551	F8
354.5029632329	-30.5583344353	116619	 9.02	   2.96	 0.913	G8IV
354.5035634469	-67.0488058219	116620	 9.05	   4.72	 0.465	F3V
354.5033203324	+52.8175730626	116615	 9.87	   2.11	 0.236	B8
354.5053175149	+51.2424592457	116621	 8.41	   0.62	-0.001	B9
354.5068233233	+65.4339545786	116622	 8.32	   1.58	 1.122	K0
354.5112673981	-41.5644592385	116623	 7.78	   3.11	 1.214	K2III
354.5126275884	-15.0951080667	116624	 6.38	   9.65	 1.078	K0III
354.5142599219	-28.7602855115	116625	 9.01	   4.31	 1.189	K2III
354.5149489221	+43.0778570699	116626	 6.96	   2.96	 1.125	K0
354.5158477669	+11.3727017072	116627	 9.34	   1.03	 1.132	K0
354.5188786967	-23.8630149037	116628	 9.73	   2.94	 0.345	A0m...
354.5267234093	-01.3355962194	116629	 7.70	   3.62	 0.422	A2
354.5330986920	-70.9033580656	116630	 7.47	  12.32	 1.030	K1III
354.5341722184	+43.2680731590	116631	 4.29	   6.49	-0.083	B8V
354.5366924677	+27.5876608569	116632	 9.32	   2.24	 1.615	M0
354.5386597281	+34.0909545812	116633	 9.88	   2.13	 1.025	K0
354.5401456725	+55.2318409018	116634	 8.64	   4.80	 0.222	A0
354.5414954477	-25.2211393207	116635	 8.90	  10.59	 0.537	G1V
354.5418618451	+20.5692332353	116636	 7.46	   4.79	 0.369	F2III
354.5429238890	+40.5127209702	116637	 8.71	   5.69	 0.502	F5
354.5439942767	-03.7592236624	116638	 9.24	   1.57	 0.450	F5
354.5516709045	-08.6275489049	116639	 6.89	   6.67	 0.891	G5
354.5521890299	-56.4511432044	116640	 7.41	   1.92	 1.619	M3III
354.5587935235	-46.2138057963	116641	10.25	   3.80	 0.619	F5V
354.5643951124	-39.6188732201	116642	 8.58	   3.45	 0.349	F0V
354.5660904886	-00.8685758967	116643	 8.83	   1.59	 0.996	G5
354.5718328981	+17.0632730879	116644	 8.05	   2.31	 1.169	K0
354.5725843781	-41.5177036310	116645	11.95	  54.15	 1.551	M3
354.5782433450	+00.7809722489	116646	 9.12	   4.53	 1.095	K0
