deg	deg	HIP	mag	mas	mag	sptype
116.6663249425	-50.9972645131	 37948	 7.35	   6.18	 0.131	A3V
116.6669944202	+65.4556756178	 37949	 5.93	   9.82	 1.183	K2III:
116.6828484466	-48.1121242007	 37950	 7.31	   5.84	 0.099	A2V
116.6863071501	-12.6753128144	 37951	 6.39	   3.39	-0.004	B9III
116.6870354733	-03.8875910989	 37952	 8.14	   3.10	 0.697	G0
116.6918062851	-46.8016650697	 37953	 7.27	   3.27	-0.099	B7IV
116.6918104498	-20.8312615146	 37954	 7.34	   2.46	-0.400	B8II
116.7012946959	-29.8952946208	 37955	 8.70	   2.65	 1.230	K2/K3III:
116.7081742599	-08.8199833200	 37956	 7.84	   0.20	 0.833	G5
116.7083990442	-29.9484340104	 37957	 8.00	   1.33	-0.098	B5V
116.7108288585	-74.0906203668	 37958	 8.10	   3.59	 0.153	A1V
116.7111771015	-04.9912212361	 37959	 9.20	   0.56	 0.970	K0
116.7161167636	-01.1573097336	 37960	 9.83	   9.38	 0.560	G0
116.7202278114	+81.6824381171	 37961	 7.87	   1.76	 0.086	B9
116.7261356006	-13.3516848590	 37962	 8.60	   2.46	 0.945	G5
116.7270093606	-58.9067147783	 37963	 8.19	   2.15	 0.034	B9V
116.7335107519	-04.9529941351	 37964	 9.11	   5.77	 0.649	G0
116.7345041628	-03.6801866101	 37965	 8.78	   3.88	 0.055	A0
116.7362259135	-52.3471591832	 37966	 6.93	   3.62	-0.125	B8/B9II
116.7379715396	-25.3704587007	 37968	 8.27	   8.94	 0.502	F5V
116.7380378248	+13.8875865883	 37967	 8.20	   3.23	-0.032	B9
116.7397448823	+12.3293767099	 37969	 9.78	   0.62	 1.297	K2
116.7408069604	-50.1844690754	 37970	 7.08	   1.83	 0.013	B5Vn
116.7437709497	+26.0247744393	 37971	 8.51	  18.86	 0.687	G5IV
116.7491105118	-10.7573920568	 37972	11.66	  12.68	 1.615	M0
116.7517187150	+04.9252596039	 37974	 7.05	   7.05	 0.089	B9
116.7516757837	+55.5413633297	 37973	 7.97	   0.60	 1.675	M...
116.7517374373	+64.0519284235	 37975	 6.78	   5.77	 0.125	A2...
116.7602838860	+00.0183657289	 37976	 8.35	   2.11	-0.006	B9
116.7611121793	+00.0231626614	 37977	 9.28	  -1.57	 0.095	A
116.7628674743	-13.9386577130	 37978	11.50	  34.35	 1.380	M1
116.7703017245	+69.1545495764	 37979	 7.13	   9.55	 0.288	F0
116.7707139699	+34.9612687587	 37980	 7.68	   8.16	 0.219	A2
116.7728152263	-27.9088772300	 37981	 9.25	   1.86	 0.495	B1/B2II/III
116.7739888954	-39.3309956164	 37982	 6.33	   4.76	-0.142	Ap Si
116.7794437148	+18.7886575712	 37984	 8.27	   3.27	 0.115	A0
116.7799652903	-41.5037272851	 37983	 6.93	   1.00	-0.168	B1/B2Ib/II
116.7806424452	-41.5175000082	 37985	 7.65	   2.75	 1.484	K7III
116.7818711553	+22.1061501706	 37986	 8.70	   1.72	 1.389	K0
116.7837082628	-43.3412125143	 37987	 7.67	   4.12	 0.005	B8/B9V
116.7874861134	+23.6637107969	 37988	 7.52	   3.77	 0.993	K0
116.7900979456	+24.8688815246	 37989	 9.05	   2.47	 1.119	K0
116.7911823756	+00.9187807019	 37990	 7.44	   5.60	 1.301	G5
116.7922676059	+31.9375681382	 37991	 8.61	  10.94	 0.567	G0
116.7922427467	-39.1032648423	 37992	 7.12	   5.46	 0.372	F3IV
116.7959817756	-43.3945375478	 37993	 7.58	   1.45	-0.050	B9III/IV
116.7972033306	+02.4650925906	 37994	 8.07	   3.38	 0.134	A5
116.8023068367	-22.5195102281	 37995	 5.90	   3.30	-0.180	B1/B2V
116.8108093120	-36.0736002934	 37996	 6.46	   7.61	 1.083	K1III
116.8112086342	+08.3607394086	 37997	 9.16	   4.06	 0.023	A0
116.8123487713	-35.3806249551	 37998	 9.01	   2.33	 0.102	A1V
116.8150061811	+42.0535007828	 37999	 8.65	   1.83	 1.428	K0
116.8277222599	-19.9322615126	 38000	 8.14	   2.16	-0.040	B8/B9III
116.8326151186	+44.6573532092	 38001	 9.07	  11.18	 0.688	G5
116.8342667597	+29.5915631907	 38002	 9.58	   4.43	 0.218	F2
116.8367429507	+47.3382343083	 38003	 7.73	   4.97	 1.096	K0
116.8429417065	+33.5643446307	 38004	 7.32	   5.38	 1.038	G5
116.8436263586	+15.5207001500	 38005	 8.24	   5.33	 1.004	G5
116.8447345385	-08.0449066989	 38006	 9.21	   2.68	 0.034	A0
116.8482666752	-53.3324467947	 38007	 7.60	   1.94	-0.005	B7IV/V
116.8489513839	+68.5641182822	 38008	 8.71	   2.89	 1.114	K0
116.8493610402	+17.2230283347	 38009	 8.86	  -1.03	 1.689	M0
116.8541348844	-38.5111445907	 38010	 5.07	   2.63	-0.112	B2IV/V
116.8556116031	-37.3170100889	 38011	 9.26	   1.54	 1.013	K0
116.8562056447	+30.0974443535	 38012	 8.34	   2.30	 1.047	G5
116.8599714793	+34.1599492718	 38013	 8.02	   2.09	 1.584	K0
116.8689949125	-08.9802645351	 38014	 9.17	  -0.96	 1.318	
116.8701966442	-29.6932652862	 38015	 8.24	  -0.57	 0.705	K0III+...
116.8763481271	+33.4156970632	 38016	 5.14	   5.80	 1.635	M0III
116.8767279302	-81.5964315952	 38017	 6.79	  11.77	 0.160	Ap...
116.8774192724	+70.2066659090	 38018	 7.06	  35.13	 0.712	G0
116.8801053930	+23.1533886958	 38019	 8.44	   2.13	 0.986	K0
116.8812783992	-46.6084900471	 38020	 5.22	   1.95	-0.151	B1V
116.8856207516	+09.6325592340	 38021	 7.08	  23.80	 0.576	F8
116.8877389835	+08.9722659272	 38022	 7.08	  16.29	 0.428	F0
116.8901957644	-63.4979616894	 38023	 9.02	   1.43	-0.008	B9Vn
116.8909563443	+04.9141042840	 38024	 9.12	   5.15	 0.385	A5
116.8927153146	+06.3150955032	 38025	 8.39	   0.46	 1.395	K0
116.8935138104	+15.7056308446	 38026	 8.55	   1.26	-0.069	B9
116.8961328625	+19.0449321706	 38027	 8.70	   5.14	 0.161	A2
116.8967111020	-47.0129528390	 38028	 6.98	   2.31	-0.108	B3V
116.8974850779	-30.5486277411	 38029	 7.87	   1.43	 0.256	B1Ib/II
116.9004850248	-38.0107404505	 38030	 8.29	   2.22	 0.075	B8V
116.9101680354	-43.4403837989	 38032	 9.59	   0.75	 1.469	K5
116.9105275593	-15.9906885328	 38031	 6.31	   1.43	 1.791	K3Iab/b
116.9149272692	+73.9917997503	 38033	 8.11	  14.73	 0.522	G0
116.9295429970	-63.7190294525	 38034	 8.83	   3.77	 0.538	F8V
116.9302930979	-32.6714428767	 38035	 7.41	   5.25	 0.248	A7III/IV
116.9356263385	-10.3174539436	 38036	 8.66	   5.10	 0.218	A5
116.9383660668	-16.0144830972	 38037	 6.38	   1.36	 1.697	K5II/III
116.9417449092	-19.9847198592	 38038	 7.99	   0.56	-0.100	B3III
116.9494750678	-03.5296488329	 38039	 7.91	   5.48	 0.150	A0
116.9497351279	+08.1258859033	 38040	 9.16	   1.07	 1.381	K2
116.9571602347	-54.2641447929	 38041	 8.10	  30.66	 0.745	G6IV/V
116.9582223257	+21.4911043347	 38042	 8.90	   1.88	 1.055	K0
116.9585946791	+07.3413476208	 38043	 7.52	   2.67	-0.081	B9
116.9788142778	+48.4239000360	 38044	 8.80	   4.99	 1.114	K0
116.9817770736	+62.1697891929	 38045	10.68	   3.78	 1.066	K0
116.9829018453	+21.0348641994	 38046	 7.82	   2.55	 1.419	K2
116.9851633220	+70.3350450400	 38047	 9.62	   7.31	 0.463	F8
116.9860642153	-51.6560266621	 38049	 8.84	   1.02	 0.038	B8Vn...
116.9863318626	-12.1927046592	 38048	 5.48	  33.06	 0.478	F5+...
116.9870062783	+32.3205951369	 38050	 9.31	   3.41	 0.367	F0
116.9869635006	-49.7584822428	 38051	 8.03	   9.57	 0.490	F5V
116.9883143082	+60.2960550744	 38052	 7.01	  26.60	 0.587	F5
116.9894846838	+35.5379791687	 38053	10.51	   2.21	 0.689	F8
116.9919963209	+00.4696247039	 38054	 8.78	   5.20	 0.915	K0
116.9935971531	+28.6674297742	 38055	 7.50	   3.91	 0.934	G8III
116.9953277881	-19.4035882312	 38056	 7.61	   4.38	 0.157	A1/A2IV
116.9990961600	+11.1094133850	 38057	 8.86	   2.55	 0.026	A0
117.0025923002	-44.5448152074	 38058	 8.52	   2.68	 0.152	B9V
117.0100851098	-44.2701174755	 38059	 8.71	   2.55	 0.048	A0V
117.0104948942	+83.0690083168	 38061	 7.87	   0.70	 1.380	K0
117.0103990506	-59.9051683219	 38060	 8.67	   6.31	 0.525	F7V
117.0142450826	+05.4098114754	 38062	 6.61	   3.55	 1.580	K0
117.0160480824	-25.5777743361	 38063	10.06	  -4.05	 0.847	F8
117.0166294449	-31.6178522981	 38064	11.19	   1.63	 0.540	
117.0170574659	-29.3793917014	 38065	 8.94	   2.20	-0.060	B9V
117.0177413099	-44.0020502796	 38066	 7.68	   1.21	 1.678	M2III
117.0200898011	-22.3483272139	 38067	 8.48	   3.48	 0.090	A1IV/V
117.0205003372	-54.4182122553	 38068	 8.80	   9.96	 0.556	F8V
117.0207880292	-05.8993493125	 38069	 8.38	   3.65	 1.208	K0
117.0215344374	-25.9371685817	 38070	 4.40	   1.32	-0.070	B1IV:nne
117.0220549432	-39.5627441785	 38071	 8.84	   1.61	 1.286	K2II/III
117.0249053679	-27.5196334789	 38072	 9.20	  12.36	 0.628	G2V
117.0326711115	+40.8177767969	 38073	 9.65	   1.82	 0.521	F5
117.0356144977	-40.6523780242	 38074	 6.14	   5.43	 1.591	M2III
117.0380697788	-47.2756513062	 38075	 8.51	   1.83	-0.056	B6V
117.0411916197	-42.5077156125	 38076	 7.80	   3.56	-0.043	B9III/IV
117.0482931714	+09.7171781800	 38077	 8.75	   0.64	 1.561	K5
117.0459219796	-88.4554884651	 38078	 9.21	   7.13	 0.628	G2V
117.0519521064	-24.5771988016	 38079	 6.85	   5.95	-0.029	A0V
117.0596112353	+32.6885520871	 38080	10.64	   0.45	 0.453	F5
117.0627863244	-54.7142845762	 38081	 6.62	   5.32	 1.111	K1II
117.0682758896	+20.3681310929	 38082	11.46	  70.74	 1.510	M2
117.0663312335	-06.7737726101	 38083	 7.17	  14.33	 0.285	A3
117.0690574488	+49.3703146427	 38084	 7.71	  16.60	 0.460	F5
117.0788428445	-28.3585129687	 38085	 7.76	  -1.34	 0.990	G8III
117.0808466820	+57.1661310472	 38086	 9.87	   3.28	 1.057	K0
117.0812520065	-56.4710752242	 38087	 6.30	   1.44	 1.010	K0III+...
117.0830914078	+43.0181259887	 38088	 9.00	   4.18	 0.557	G0
117.0840036877	-47.0777224964	 38089	 4.69	  14.36	 1.039	K0III
117.0852898964	+49.7568528015	 38090	 7.35	   4.83	 1.092	K0
117.0867332856	-46.4005682839	 38091	 8.74	   1.89	 0.012	B9V
117.0942031403	+18.3367858853	 38092	 6.70	   5.31	 0.927	K0III+...
117.0953036646	+06.7850712271	 38093	 8.18	   6.23	 0.069	B8
117.0954711057	+13.4184212057	 38094	 8.27	   4.13	 0.965	K0
117.0955408130	-23.6667518325	 38095	11.78	   1.32	 0.100	A0V
117.0960502056	-68.3543523249	 38096	 8.92	   1.98	 1.240	M0
117.0980365013	+76.9860818611	 38097	 7.78	   3.29	 1.011	G5
117.1143095539	+36.6434385599	 38098	 7.91	   8.99	 0.284	A3
117.1155733011	+02.0429606790	 38099	 8.20	   3.13	-0.019	A0
117.1176327339	-36.7668138762	 38100	 9.09	   2.78	 1.603	K2
117.1200450713	+28.7642443701	 38101	 6.86	   5.74	 1.001	K0III
117.1202459909	+59.0848511009	 38102	 7.98	   9.46	 0.406	F0
117.1273376310	-12.2185698617	 38103	 7.76	  -0.30	 1.588	K5
117.1324596294	+47.7649384760	 38104	 8.03	  19.43	 0.740	G5
117.1335127356	-48.0353498074	 38105	 8.12	   2.75	 1.085	K0III
117.1401626017	+23.1409795317	 38106	 6.18	   3.10	 0.571	G2III+...
117.1404065926	-52.6841367362	 38107	 7.41	   3.48	 0.112	A2V
117.1482359458	-22.0092465383	 38108	 7.31	   1.75	 1.173	K0II
117.1509621176	+74.0432085284	 38109	 7.17	   2.55	 1.427	K0
117.1520273457	-30.7559851003	 38110	 7.20	   2.27	-0.159	B5III
117.1538646389	-00.7443782057	 38111	 8.43	   6.95	 0.945	K0III
117.1540333108	-16.5439001001	 38112	 8.84	   1.00	-0.013	B9.5III
117.1604061368	+21.9080663592	 38113	 8.22	   2.80	 0.081	A0
117.1608619864	-63.6888726779	 38114	 7.95	   2.91	-0.006	B9V
117.1636889144	-63.6916695079	 38116	 9.27	   3.26	 0.097	A0
117.1638325868	+86.3337758408	 38115	 8.85	   1.16	 0.042	A0
117.1648440541	+53.6485721874	 38117	 8.86	  38.07	 1.068	K4V
117.1738240286	-31.6178107011	 38118	 6.97	   4.20	-0.106	B7V
117.1746088450	+11.1429641229	 38119	 8.71	   3.08	 0.230	A2
117.1786256809	-30.2546808353	 38120	 7.52	  14.65	 0.647	G2V
117.1829555324	-19.1748745886	 38121	 7.39	   0.92	 1.348	K1III
117.1849022421	+30.9099532379	 38122	 8.53	   5.26	 0.372	F0
117.1850784534	+01.9391551381	 38123	 8.95	   5.64	-0.019	B9
117.1896966321	+05.3931615606	 38124	 8.87	   0.28	 2.651	C3II
117.1909065474	-26.6186746082	 38125	 9.05	   0.69	-0.017	A0V
117.1943717882	+36.6712359753	 38126	10.02	  24.16	 1.150	K4.5
117.1986412367	-61.1626222696	 38127	 7.90	  10.40	 0.412	F2IV
117.2055725513	-35.7397662328	 38128	 7.57	   1.48	 1.684	M2III
117.2054138558	-38.2040675216	 38129	 7.14	  23.61	 0.489	F7V
117.2072749622	-56.0080170847	 38131	 8.96	  13.32	 0.630	G3V
117.2083751705	-27.4153792269	 38130	 9.04	   3.09	 0.090	B9.5V
117.2091827967	-76.7732291732	 38132	 8.43	   6.20	 0.221	A3Vm...
117.2146471349	-43.3112804171	 38133	 7.12	   2.65	-0.143	B3III
117.2231715425	-24.9734188210	 38134	 7.93	  20.14	 0.546	G2V
117.2237440633	+18.1902579919	 38135	 6.91	   6.15	 1.160	K0
117.2329024125	+57.7097478296	 38136	 9.87	   3.38	 0.328	A7
117.2360818769	-46.6219464742	 38137	 8.76	   0.92	 0.200	B9IV/V
117.2425915525	+00.6619399964	 38138	 7.46	  16.26	 0.356	F2
117.2430646232	-30.5759527782	 38139	 9.04	   3.58	 1.021	G6/G8III
117.2457520233	+04.3336983099	 38140	 6.55	   7.78	 0.786	G0
117.2473334373	+64.3708155088	 38141	 8.02	   5.18	 0.406	F2
117.2498011366	-26.5453794065	 38142	 8.82	   2.37	 0.074	A0V
117.2517375603	-14.6139390058	 38143	 8.68	   3.39	 0.018	B9IV/V
117.2535293091	+28.5739625414	 38144	 7.82	   3.82	 0.211	F0...
117.2549239481	-42.5266948452	 38145	 8.29	   4.30	 0.897	G8/K0III
117.2569761607	-24.9122076065	 38146	 5.32	  10.16	 0.751	G2
117.2576540989	+13.3718689558	 38147	 6.07	   4.94	 1.367	K0
117.2588794649	+32.9125313597	 38148	10.73	   2.77	 0.463	F5
117.2733167508	+52.5151452405	 38149	 8.28	   8.33	 0.560	F5
117.2755294811	-11.1811069451	 38150	 6.73	  12.82	 0.286	F0
117.2770236314	-24.5214860221	 38151	 8.69	   3.03	 1.531	K2/K3III
117.2779806921	-56.4103600583	 38152	 5.57	   3.49	 1.116	G5II
117.2788000631	+10.8059183861	 38153	 7.68	   3.03	 1.068	G5
117.2818716531	-28.7215452787	 38154	 8.98	   2.40	 0.920	G8III/IV
117.2847365598	-36.1342581511	 38155	 8.74	  -0.33	 1.442	K5
117.2851438193	+66.7787335401	 38156	 9.17	   1.31	 1.514	K5
117.2989478364	+51.7253245193	 38157	 9.04	   3.25	 1.194	K2
117.2999302705	-04.6588169414	 38158	 7.59	   0.68	 1.010	K0
117.3035982493	-46.8577173865	 38159	 5.82	   1.70	-0.142	B1.5IV
117.3037584505	-60.2836884877	 38160	 5.78	  28.62	 0.428	F1V
117.3049677661	-10.4993440865	 38161	 7.42	   5.27	 0.019	A0
117.3053362811	-22.4262685896	 38162	10.07	   1.65	 0.410	F0V
117.3062421142	+19.7694532086	 38163	 7.71	   5.83	 0.915	K0
117.3091022143	-51.1719691825	 38166	11.26	  16.32	 1.251	
117.3095629549	-46.3732053178	 38164	 4.10	   1.66	-0.160	B0III
117.3096003087	-40.7010637136	 38165	 6.53	   2.84	-0.151	B5V
117.3110374371	-35.2432863767	 38167	 5.94	   6.82	-0.051	B9V
117.3118716551	-01.6793782640	 38168	 8.45	   1.19	 1.091	K5
117.3126877873	-68.1084619356	 38169	 8.81	   6.66	 0.506	F6IV
117.3235631960	-24.8597857357	 38170	 3.34	   2.42	 1.218	G6Ia
117.3285505286	+24.4887254896	 38172	 7.09	  23.22	 0.488	F5
117.3289206483	-26.5898711228	 38171	 9.06	  -1.18	 0.480	F0V
117.3316398037	-33.3298047871	 38173	 7.67	   0.64	 1.053	A0Ia(p)
117.3327493869	-11.4292011065	 38174	 7.90	   6.74	 0.087	A0
117.3364593796	-44.6864442694	 38175	 8.87	   3.19	 1.146	M0
117.3462452709	-65.8242857315	 38176	 8.60	   1.33	 0.972	G8III
117.3506777491	-30.5580073661	 38177	 7.54	  11.91	 0.460	F3/F5V
117.3522092844	-24.2239423204	 38178	 8.96	  -0.47	 1.050	K0III
117.3610433359	-59.3808441348	 38179	 7.49	  29.97	 0.675	G5V
117.3621976135	-76.0116597404	 38180	11.64	   0.00	      	Gp
117.3651497839	-54.8122916676	 38181	 7.43	   7.50	 0.885	G8/K0III
117.3668841026	-26.3412141140	 38182	 9.76	   0.13	 0.077	B4Ib
117.3678367205	-44.7511569116	 38183	 6.32	   9.90	 0.962	K0III
117.3700314945	-13.3529480303	 38184	 6.23	   1.74	-0.078	B8/B9II
117.3701353495	-15.3454059946	 38185	 7.80	   2.53	 1.470	K2III
117.3703829704	-48.6411571806	 38186	 9.35	  -0.12	-0.131	B2II
117.3721977908	-27.8339606082	 38187	 8.34	   3.47	 0.109	Ap...
117.3721571625	-54.9010699722	 38188	 8.38	  13.68	 0.511	F6/F7V
117.3741072244	+03.2210030972	 38189	 7.72	   5.91	 0.974	G0
117.3761507061	+48.1079923469	 38190	 8.27	   6.35	 0.297	F0
117.3771918610	+39.3954634285	 38191	 9.91	   4.93	 0.377	F8
117.3772909505	-39.0011854332	 38192	 7.27	   2.59	 1.100	G6III
117.3781631344	+03.2254905465	 38193	 9.25	   5.51	 0.318	A5
117.3802688928	+05.6451823311	 38194	 8.35	   3.16	 0.069	A0
117.3833775534	+41.4689560285	 38195	 9.05	   5.52	 0.574	G5
117.3846382204	+12.8142503618	 38196	 6.42	   6.38	 0.984	K0
117.3850943347	-21.2849575018	 38197	 7.98	   1.90	-0.132	B4III
117.3853347736	-08.0179446700	 38198	 8.68	   2.50	-0.053	A0
117.3918735315	+37.6364246906	 38199	 8.37	   8.02	 0.181	A3
117.3975099961	-33.2889498993	 38200	 5.61	   4.72	 1.617	M0III
117.4003592782	+24.2692252554	 38201	 7.79	   1.27	 1.575	K0
117.4024568949	+14.1312993755	 38202	 7.80	   2.76	 1.023	G5
117.4099931721	-09.9456198500	 38204	 8.38	   1.25	 1.470	K2
117.4116669953	-55.0789592631	 38203	 7.28	   3.94	 0.000	A1V
117.4118155307	-74.6374803451	 38205	 8.91	   8.31	 0.513	F6V
117.4165649807	-14.0853594775	 38206	 6.34	   3.47	 1.660	K5III
117.4173817279	+12.1487637747	 38207	 7.09	   6.15	 1.238	K0
117.4194297249	+13.8585049885	 38208	 7.62	   4.55	 1.017	G5
117.4198431567	-19.5055179723	 38209	 6.49	   7.82	 1.234	K2III
117.4208056801	-66.1959744397	 38210	 5.78	   7.12	-0.040	B9V
117.4216718782	-17.2284077881	 38211	 5.17	  12.87	 1.282	K3III
117.4229208070	-55.9643808010	 38212	 8.41	   1.41	 0.025	B8/B9V
117.4235804880	+08.1810454032	 38213	 8.50	  16.17	 0.601	G0
117.4314732373	-08.3084247183	 38214	 8.48	   3.69	 0.453	F5IV
117.4341530699	+38.0221178183	 38215	 8.07	   2.13	-0.016	B9
117.4385969859	-20.2076292423	 38216	 6.54	  19.36	 0.579	G0V
117.4406266361	-19.0069074407	 38217	 7.90	   0.00	 1.745	S
117.4432979877	+15.1064706140	 38218	 7.78	   3.24	 1.135	G5
117.4451484861	+52.6362700090	 38219	 8.67	   4.96	 0.426	F2
117.4479073322	-81.2047397810	 38220	 8.43	   3.62	 1.623	K2/K3III
117.4487739614	+26.2638226808	 38221	 6.82	   5.71	 0.961	G8III
117.4595173194	-36.0935246458	 38222	 6.76	   3.71	 1.553	K4III
117.4608401680	+46.1003855712	 38223	 8.87	  12.03	 0.477	G0
117.4675743159	-40.9145433183	 38224	 7.08	   1.83	-0.070	B8V
117.4726462061	+86.3652764633	 38225	 7.88	  21.19	 0.601	G0
117.4781900023	-60.0514415057	 38226	 6.72	   2.01	 1.239	K0II
117.4782039745	-40.5922807705	 38227	 8.73	   1.48	-0.010	B9V
117.4794212554	+27.3631814322	 38228	 6.90	  45.84	 0.682	G5IV
117.4804752296	-50.8181543064	 38229	 8.09	   2.87	 1.371	K3III
117.4867694266	-42.1457499004	 38230	 8.18	   3.19	-0.010	B9V
117.4875820941	+28.1987511783	 38231	 6.77	   3.77	 0.089	A2
117.4908360759	+40.0913099011	 38232	11.05	  -0.56	 0.368	F0
117.4921357484	-15.2502443088	 38233	 9.87	   7.12	 0.460	F2
117.4937176316	-58.5815826392	 38234	 9.00	   1.13	 0.014	B9III/IV
117.4961781868	-23.7982523235	 38235	 6.73	  15.67	 0.310	A9V
117.4983907086	-34.4959525702	 38236	10.93	  23.80	 1.686	M0
117.4999828599	-35.1077872293	 38237	 8.10	   4.87	 0.543	F5V
117.5042849506	+64.1950036636	 38238	 9.49	  -0.03	 1.686	M0
117.5061698297	-15.4118182031	 38239	 8.67	  -0.41	 1.238	K5
117.5100783732	-61.2225759443	 38240	 8.05	   2.92	 1.138	K2II
117.5130082811	-28.2551585989	 38241	10.86	   7.53	 0.910	
117.5168639405	-00.8820275076	 38242	 9.53	   3.67	      	R8
117.5172627016	+08.9001102036	 38243	 8.82	   2.23	 0.025	A0
117.5224761217	-31.3056358033	 38244	 9.18	   0.05	 1.631	K2
117.5227583045	+79.0222298484	 38245	10.62	   4.86	 1.015	K0
117.5236218709	-19.5235481185	 38246	 6.11	   1.74	 1.265	K1III
117.5284792825	+22.7316576918	 38247	 7.82	   0.39	 1.373	K0
117.5301248725	+43.6472015767	 38248	 8.97	  12.64	 0.638	G0
117.5326261369	+60.3421267328	 38249	 6.78	   8.22	 0.092	A2
117.5338994431	-39.0807895021	 38250	 9.26	  20.54	 0.815	K0V
117.5419005544	+74.4985781331	 38251	 8.98	   0.56	 1.111	K0
117.5436436840	+19.4091239121	 38252	 8.21	   4.67	 0.092	A0
117.5440688592	-09.1834413569	 38253	 5.60	   2.32	 1.446	K3III
117.5460873046	+46.5573310157	 38254	 8.63	  12.75	 0.635	F5
117.5461369175	-02.6920165507	 38255	 8.48	  -0.16	 0.932	K0
              	              	 38256	11.18	       	      	
117.5562808700	+39.7707354172	 38257	 6.83	   0.55	 1.635	M0
117.5664857387	-64.1438854378	 38258	 8.90	   1.32	 0.027	B8/B9Vn
117.5684117363	-80.1693723132	 38259	 8.67	  10.48	 0.674	G5V
117.5738821649	+06.7304381825	 38260	 9.18	   4.02	 0.217	A2
117.5755680546	+28.7312676729	 38261	 7.66	   1.60	 1.108	K1III
117.5862710071	-35.7905871747	 38262	 7.21	   1.84	 1.530	K2
117.5902593217	+10.5061022297	 38263	 7.94	   4.09	 0.885	G5
117.5903288727	-32.1668865725	 38264	 8.90	  -0.12	 0.523	F5 + (K)III
117.5946899150	+05.7651863835	 38265	 7.62	   3.31	 0.013	B9
117.5951549857	+45.7918767596	 38266	 7.06	  10.82	 0.197	A3V
117.5992647998	-50.5094679983	 38267	 5.89	  12.59	 1.088	K2III
117.6083366700	-36.2418942140	 38268	 7.26	   5.80	-0.072	B8/B9V
117.6091419811	+50.5896300106	 38269	 8.53	   3.44	 0.910	G5
117.6130640705	-29.2510699524	 38271	 9.21	   1.11	 1.129	B
117.6130580011	+17.4755430536	 38270	 8.24	   1.09	 0.067	A0
117.6158315465	+33.9630223096	 38272	10.60	   6.14	 0.582	F8
117.6205802427	+09.7654946429	 38273	 7.92	   8.54	 0.401	F2
117.6276060722	-03.5977171956	 38274	 7.31	   8.00	 0.344	A3
117.6305367038	-55.6415655558	 38275	 8.47	   2.38	 0.918	G8III
117.6315390620	+51.3690131137	 38277	 8.35	  10.08	 0.486	G0
117.6316133837	+14.8415880517	 38276	 7.29	  17.42	 0.420	F2
117.6376607434	+45.3406803218	 38278	 8.06	   2.51	 1.149	K2
117.6411139150	+59.0529538103	 38279	 8.21	   6.98	 0.438	F0
117.6427204017	-01.6097816504	 38280	 7.99	   4.28	-0.045	B9V
117.6490035941	+16.8794117054	 38281	 8.02	   4.53	 1.117	G5
117.6537876130	-05.8029400032	 38282	 7.78	   3.63	 0.035	A0
117.6549640852	-07.0344546946	 38283	 8.99	   0.87	 1.500	K5
117.6598995138	+15.9683161672	 38284	 7.98	   4.81	 1.054	G5
117.6628702197	+69.7387903471	 38285	10.01	   6.28	 0.594	F8
117.6644763423	-70.4986298719	 38286	 9.07	   4.56	 0.394	F0/F2IV/V
117.6656717090	+24.1610264100	 38287	 7.07	  10.13	 0.220	F0
117.6669802648	+15.9547563675	 38288	 8.82	   2.26	 1.205	K0
117.6690865073	+38.5266145856	 38289	 8.82	  10.74	 0.492	F5
117.6694046754	-48.5430299426	 38290	 7.91	   3.04	 0.006	B9II
117.6741828794	-06.0606360506	 38291	10.25	  -0.33	 0.200	A0
117.6771183372	-44.5799452401	 38292	 6.45	   5.81	 0.899	G6III
117.6907868562	-46.3267341151	 38294	 8.57	   1.16	-0.059	B8V
117.6908799604	+49.2052475796	 38293	10.83	   8.53	 0.685	G0
117.6936403391	+38.5879098966	 38295	 9.02	   6.97	 0.362	F5
117.6949393487	+02.4690829014	 38296	 8.24	  17.43	 0.414	F8
117.6954263625	-49.3747801209	 38297	 9.54	  10.56	 0.614	G5/G6V
117.6971165502	-05.0960311194	 38298	 8.27	   2.70	 1.058	K0
117.6969294669	-70.7781454904	 38299	 7.86	   7.47	 0.322	A9III
117.6974795054	+03.2772530314	 38300	 6.17	   8.48	 1.106	K1III
